post_num,links,img_url,timestamp,num_comments,num_likes,caption
1033,https://www.instagram.com/p/BkP_3yIBAaC/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/0703e625e7993bbd572b783702a75be9/5C4C64E9/t51.2885-15/e35/34770482_378873212606735_4791560975360720896_n.jpg,1529505190,2129,52952,. ميدونم نزديك بودن به تو يعنى از دست دادنت  دلم ميخواد بجاى خداحافظى رفتنت رو تماشاكنم... . جناب آقای مصطفی زمانی؛  فرهاد قصه هاى شهرزاد زادروزتون را صميمانه تبريك عرض ميكنيم؛ موفقیت و سرافرازی روزافزون را برای شما آرزومندیم.
1032,https://www.instagram.com/p/BkLUasFhjH0/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/3d7cad3798464bd4e0dfd5ccb0fef91d/5C514F6C/t51.2885-15/e35/34545998_1880231222029279_4832019936656228352_n.jpg,1529348189,1374,56626,. بچه بودم دوسال پیش، زندگی قرار بود برام آب روون باشه، نه باتلاق که پام گیر کنه تو دقیقه‌هاش، ثانیه هاش حتی...
1031,https://www.instagram.com/p/BkAznoOhMgd/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/919ce3729607d50dfe9b0f28f35f8330/5C6790E4/t51.2885-15/e35/34097786_2032762190318954_2018998558878859264_n.jpg,1528995449,1729,53231,. قسمت پايانى "شهرزاد" . تماشاى آنلاين و قانونى:www.lotusplay.ir .
1030,https://www.instagram.com/p/Bj-NU2wh18c/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/693e961f7c5273a257a467576f42a9fb/5C6E4141/t51.2885-15/e35/32925508_472649779828067_4337511511162355712_n.jpg,1528908264,2229,43435,. قسمت پايانى "شهرزاد" . تماشاى آنلاين و قانونى:www.lotusplay.ir .
1029,https://www.instagram.com/p/Bj7wJbAAVwk/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/183f2dacbb105bb31f4beedb44a6b970/5C680563/t51.2885-15/e35/34355210_1919610901396625_2292404030774706176_n.jpg,1528825857,5069,77351,قباد ديوانسالار🖤
1028,https://www.instagram.com/p/Bj6kqE3gwf3/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/e43437d43d496b82d2745e057968768a/5C81A56F/t51.2885-15/e35/33994368_190943651560451_5923218831324479488_n.jpg,1528786278,4044,85987,. هميشه اونجورى نميشه كه ما فكرشو ميكنيم
1027,https://www.instagram.com/p/Bj5GT-QhIZI/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/2687a04903d6eb8cfae19a3cc83f4e38/5C7F4C53/t51.2885-15/e35/33652461_767778133611517_4551310258693210112_n.jpg,1528736814,5804,61447,. قسمت پايانى "شهرزاد" . تماشاى آنلاين و قانونى:www.lotusplay.ir . عكس محمد مهدى دل خواسته
1026,https://www.instagram.com/p/Bj4I9ahgdEr/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/49a856959a5c7d247fd585043da2c9e7/5BD8428C/t51.2885-15/e15/34008618_1425229540910865_7075450671557771264_n.jpg,1528704685,7475,96638,. بايد نفس بكشم توى هواى خودم  بايد كه سر بذارم روشونه هاى خودم . كليپ «نشد..» باصدای امین بانی و ترانه اى از حسين غياثى . همخوان : فرناز ملكي درامز : اميرعلي طاهري گيتارباس : سياوش امامي گيتار كلاسيك : ميلاد نودست آهنگساز : اميرتوسلي تهيه كننده : سيدمحمدامامي . نسخه كامل در كانال تلگرام  لينك در بيو
1025,https://www.instagram.com/p/Bj34EiUggiZ/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/57c77a0a090fcec21c7a86a55072789d/5BD7A886/t51.2885-15/e15/34011315_203308483622974_4440194970799833088_n.jpg,1528696454,5694,70855,. بايد نفس بكشم توى هواى خودم  بايد كه سر بذارم روشونه هاى خودم . قطعه عاشقانه «نشد..» باصدای امین بانی و ترانه اى از حسين غياثى . همخوان : فرناز ملكي درامز : اميرعلي طاهري گيتارباس : سياوش امامي گيتار كلاسيك : ميلاد نودست آهنگساز : اميرتوسلي تهيه كننده : سيدمحمدامامي . نسخه كامل در كانال تلگرام  لينك در بيو
1024,https://www.instagram.com/p/Bj3GraUh2kI/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/5097eae437396d8582decbb988fe0933/5BD80A7A/t51.2885-15/e15/34300342_1814630665510512_2025597368107270144_n.jpg,1528669971,1975,39255,. شروع فصل دوم مجموعه شهرزاد،در١٥قسمت واز تاريخ دوشنبه ٢٩ خرداد٩٦توزيع شد. و هر دوشنبه قسمت جديد آن منتشر شد؛  فصل دوم  آن در ١٧مهر٩٦پايان رسيد. . طراح جلد:عرفان بهكار ‏@erfanbehkar
1023,https://www.instagram.com/p/Bj24cfBhGeK/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/5905a62005d5e7e0f1d04e457ab132ea/5C817B95/t51.2885-15/e35/34526819_1014228532074665_6762904411074199552_n.jpg,1528662435,6541,72044,. قباد یا فرهاد ؟ . دَر تُندبادِ حَوادِث، عِشق اَولین قربانی اَست. . طراح:بزرگمهر حسين پور
1022,https://www.instagram.com/p/Bj2str-BBQl/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/cf3dd71220d5ac31b7bf3fcb30be455b/5C683E07/t51.2885-15/e35/33545863_223666011751994_1126622109888413696_n.jpg,1528656285,1954,51130,. رونمايى از اخرين جلد پايانى سريال شهرزاد . فردا دوشنبه ٢١خرداد اخرين قسمت شهرزاد توزيع ميشود. تماشاى آنلاين و قانونى:www.lotusplay.ir . #پايان_دوشنبه_هاى_شهرزاد طراح جلد عرفان بهكار @erfanbehkar
1021,https://www.instagram.com/p/Bj2W5JTBqVR/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/11017a9a1b4a72a71246d76d25bf8f20/5BD7D000/t51.2885-15/e15/34072399_149344049258741_3614188101678661632_n.jpg,1528644878,1440,44349,يك روز تا پايان شهرزاد . کاش مهرت به دلم نمینشست تا که مبتلای پاییز نشم عشق من کاش ندیده بودمت تا با تنهایی گلاویز نشم
1020,https://www.instagram.com/p/Bj0NMWcgVkL/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/03e91ca557058a08b0369a5a4a995dc3/5BD7D679/t51.2885-15/e15/33435576_215944372538950_415297219827073024_n.jpg,1528572681,2034,45084,. دو روز تا پايان "شهرزاد" . تو رو از دور دلم دید اما نمی دونست چه سرابی دیده منِ دیوونه چه می دونستم زندگی برام چه خوابی دیده
1019,https://www.instagram.com/p/Bj0BqhXh0pX/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/641f2020c816437a03997c2079ba74a0/5BD7A929/t51.2885-15/e15/34276202_237998990086408_2923119982487273472_n.jpg,1528566648,878,34591,. فصل اول مجموعه شهرزاد،در ٢٨قسمت از تاريخ ٢٢مهر ماه ٩٤توزيع شد. و هر دوشنبه قسمت جديد آن منتشر شد؛  و اين <<آغاز دوشنبه هاى شهرزادى>> بود؛  و فصل اول آن در ٢٠ارديبهشت ٩٥طى ٣٠هفته به  پايان رسيد. . طراح جلد:عرفان بهكار @erfanbehkar
1018,https://www.instagram.com/p/BjxizQ_BdSq/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/a1c22ae87d2a19a83d76b04232d8de8d/5BD841DA/t51.2885-15/e15/33373052_146369629559522_4978295888418963456_n.jpg,1528483609,2218,48511,. سه روز تا پايان "شهرزاد" . نام تو چون قصه هر شب می نشیند بر لب من غصه ات پایان ندارد در هزارو یک شب من
1017,https://www.instagram.com/p/BjuyHDehwPL/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/0d2fbf56135ed7139cdae3616893d834/5C4DCF1A/t51.2885-15/e35/33807294_210152913045726_7704713077488353280_n.jpg,1528390678,1396,46719,. فرهاد دماوندى ،سرهنگ تيمورى و صابر عبدلى
1016,https://www.instagram.com/p/BjrWUnIByKI/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/7e2596d571814c04a9c5b3b279becc61/5C63ED9B/t51.2885-15/e35/33850502_251967402031393_154637617432887296_n.jpg,1528275446,1670,52910,. قباد :  اينكه اون كسى كه راه و چاه  به بهبودى نشون داد تا رد قاتل برادرشو بزنه  من نيستم ؛ چرا منم  منم چون تا خرخره تو لجنم ، منم كه ديگه نميدونم چى تو مرامَمِه چى نيست ، منم كه اگه دلم نميخواست پام به  باتلاق كشيده بشه اصلا از اول نبايد پاميذاشتم توش  تو باتلاق بزرگ ديوانسالار بودن،پام رو زمين بود سرم بالاى ابرها  چى كار داشتم به اين كارها...
1015,https://www.instagram.com/p/BjptBQfh8is/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/2575d87b82711e1a1c0f4bd489389a00/5C5077DA/t51.2885-15/e35/33200147_317680082097724_6352114944107872256_n.jpg,1528220237,817,36430,. گلاره عباسى در نمايى از "شهرزاد" .  تماشاى آنلاين و قانونى:www.lotusplay.ir . عكس محمد مهدى دل خواسته
1014,https://www.instagram.com/p/BjopHk4Bn95/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/303251b78b61f7ba48ee4ad6e3cb4e40/5BD83F8E/t51.2885-15/fr/e15/s1080x1080/33403657_402860046850296_4723077970934104064_n.jpg,1528184707,4900,63533,. تيزر قسمت پايانى "شهرزاد" . قسمت ١٦رو در آخرين دوشنبه "شهرزاد" ٢١خرداد تماشاكنيد. . @masoudrafizade ساخت تيزر . باتوجه به اين تيزر حدس بزنيد چه پايانى براى شهرزاد اتفاق خواهد افتاد؟
1013,https://www.instagram.com/p/BjnPxguBJrz/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/5e6c335815eeaaccc44e59f6547a9aa6/5C83AD9C/t51.2885-15/e35/33473576_1952738691437321_4914869812846395392_n.jpg,1528137795,733,32669,. پرويز فلاحى پور در نمايى از "شهرزاد"  تماشاى آنلاين و قانونى:www.lotusplay.ir . عكس محمد مهدى دل خواسته
1012,https://www.instagram.com/p/BjmG0e0AK_0/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/f958c8c97eab10ac6c976920c96a82b9/5C6E0C38/t51.2885-15/e35/33049096_453756358403790_5326764297588572160_n.jpg,1528099546,1293,40916,. مصطفى زمانى در نمايى از "شهرزاد” . تماشاى آنلاين و قانونى:www.lotusplay.ir . عكس محمد مهدى دل خواسته
1011,https://www.instagram.com/p/Bjjd-C9gXRb/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/5ba62dfbcb2cf764625e9541ff087697/5C502334/t51.2885-15/e35/33689162_1945021662174999_8530067717170921472_n.jpg,1528011020,709,36989,. نسيم ادبى و رامين ناصر نصير در نمايى از سريال “شهرزاد" . تماشاى آنلاين و قانونى:www.lotusplay.ir . عكس محمد مهدى دل خواسته
1010,https://www.instagram.com/p/BjhmVtzBZ0t/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/63d7c253e8a1d72bc9ea8b452b42cf5b/5C739E62/t51.2885-15/e35/33356208_106910450174397_3152314504147107840_n.jpg,1527948299,1342,48884,. ترانه عليدوستى در نمايى از "شهرزاد" . تماشاى آنلاين و قانونى:www.lotusplay.ir . عكس محمد مهدى دل خواسته
1009,https://www.instagram.com/p/BjhH8PsBAJo/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/c252d039325b080cf13fb130bb1d64c9/5C4EB732/t51.2885-15/e35/33732056_173059856715777_1189446533557256192_n.jpg,1527932362,2491,44077,. علی رغم اشتیاق ما برای پخش آخرین پرده از سریال شهرزاد، با توجه به تعطیلی چند روزه طی هفته جاری امکان توزیع سراسری میسر نمی باشد، لذا قسمت پایانی و سرانجام شهرزاد در تاریخ ۲۱ خرداد در اختیار شما عزیزان قرار خواهد گرفت. کماکان از همراهی و حمایت شما صمیمانه سپاسگزاریم.
1008,https://www.instagram.com/p/BjfZf1Qhx_D/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/414a5d3c345d4e2c2b1f9f70ff31aa35/5C661F20/t51.2885-15/e35/33210185_419622348509456_5450832970623483904_n.jpg,1527874458,495,28602,. رضا كيانيان در نمايى از "شهرزاد" . ‎www.lotusplay.ir  تماشای آنلاین و قانونی در . عكس محمد مهدى دل خواسته
1007,https://www.instagram.com/p/BjeVftdBY7s/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/2b4bc62bf6ab446de299a3a47343c91b/5C6FE121/t51.2885-15/e35/33142848_931307953716885_8875834540371738624_n.jpg,1527838805,1131,42278,. شهاب حسينى  در نمايى از شهرزاد . تماشاى آنلاين و قانونى:www.lotusplay.ir  عكس محمد مهدى دل خواسته
1006,https://www.instagram.com/p/BjcZY30hXf3/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/1f6058145999d8a28cda3bd167f73a00/5C8127C7/t51.2885-15/e35/33239829_680610712306447_2653713868173344768_n.jpg,1527773737,935,40629,. فريبا متخصص،مصطفى زمانى و نهال دشتى در نمايى از قسمت پانزدهم "شهرزاد" . تماشاى آنلاين و قانونى:www.lotusplay.ir  عكس محمد مهدى دل خواسته ‏
1005,https://www.instagram.com/p/BjZy-1tgzBM/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/ad347f38604cc7c8a8071840375a3eef/5C8341ED/t51.2885-15/e35/32392830_171079793558248_2415861946575224832_n.jpg,1527686492,1250,40494,. ترانه عليدوستى در نمايى از قسمت پانزدهم "شهرزاد" . تماشاى آنلاين و قانونى:www.lotusplay.ir . عكس محمد مهدى دل خواسته
1004,https://www.instagram.com/p/BjY6ta4gpRO/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/630384f265087e12ef3004331415eba4/5C80771A/t51.2885-15/e35/32785686_438893496524744_4358439426506883072_n.jpg,1527656990,1437,45903,. شهاب حسينى  در نمايى از قسمت پانزدهم . تماشاى آنلاين و قانونى:www.lotusplay.ir  عكس محمد مهدى دل خواسته
1003,https://www.instagram.com/p/BjXq3a3AxNd/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/84ed71188cd2de28ce476d0b17aa7261/5C6E8072/t51.2885-15/e35/32584307_377416389420399_8775244452089298944_n.jpg,1527615128,1387,46901,. فريبا متخصص و نهال دشتى در نمايى از قسمت پانزدهم "شهرزاد" . تماشاى آنلاين و قانونى:www.lotusplay.ir  عكس محمد مهدى دل خواسته ‏
1002,https://www.instagram.com/p/BjTr1lOgZo5/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/838a902db263a9f746676f8750fc212b/5C8A15C6/t51.2885-15/e35/33027892_168100217364079_8104682405144559616_n.jpg,1527481420,4619,38199,. هم اكنون قسمت پانزدهم شهرزاد در سراسر ايران . تماشاي آنلاين و دانلود قانوني در www.lotusplay.ir  لينك در بيو
1001,https://www.instagram.com/p/BjSksasg94d/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/ba3ebd4ec80983bd1eb22f4f1d842e4d/5C670DAB/t51.2885-15/e35/32578538_794489974008359_6129706002624282624_n.jpg,1527444120,901,47901,. ‏‎عشق من کاش ندیده بودمت تا با تنهایی گلاویز نشم . . . عكس محمد مهدى دل خواسته
1000,https://www.instagram.com/p/BjSHxKZAtmW/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/6743cfb11ca3232d904cba18f2bcc71f/5C834963/t51.2885-15/e35/32490245_394423551037101_4329265255558414336_n.jpg,1527428955,425,35023,. ترانه عليدوستى در نمايى از "شهرزاد" . تماشاى آنلاين و قانونى:www.lotusplay.ir . عكس محمد مهدى دل خواسته
999,https://www.instagram.com/p/BjPsQdgAm5D/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/1ac3f49b37a03566da420f312a656740/5C64B7C5/t51.2885-15/e35/33443275_738077823066650_4238638752668319744_n.jpg,1527347422,732,43288,. دلتنگم و با هیچکسم میل سخن نیست . . عكس محمد مهدى دل خواسته
998,https://www.instagram.com/p/BjPIj7WAQ1-/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/a59a7198a35ada9e21118cc02e5cea23/5C850B57/t51.2885-15/e35/32793631_543268476067465_7743542957688487936_n.jpg,1527328707,432,19995,يك شنبه ٦ خرداد  نمايش قسمت پانزدهم در پردیس سينمايى کورش ؛ علاقمندان به تماشای قسمت پانزدهم  سریال "شهرزاد"میتوانند هم اکنون با مراجعه به  سایت سینما تیکت، نسبت به تهیه بلیت در سانس ٢١ اقدام کنند لينك در بيو
997,https://www.instagram.com/p/BjN9Tkah0Ip/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/320999d9050d3cb927ca1e9c527190d2/5BD82181/t51.2885-15/fr/e15/s1080x1080/32514464_166672427508323_5958668902975143936_n.jpg,1527289364,709,59644,. بخشى از صحبت‌هاى ناصرخان ملک‌ مطيعى در جشن «شهرزاد» . متاسفانه #ناصر_ملک_مطیعی، چشم از جهان فرو بست.
996,https://www.instagram.com/p/BjMnx3chL3p/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/b2519e945743e6315a9ce40f22af2a22/5C70AB4F/t51.2885-15/e35/32821220_1902350513396223_7076798333511008256_n.jpg,1527244411,1036,41466,. ترانه عليدوستى در نمايى از "شهرزاد" . تماشاى آنلاين و قانونى:www.lotusplay.ir . عكس محمد مهدى دل خواسته
995,https://www.instagram.com/p/BjH40T0BB26/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/768da0792bfaec1dfda4178a80f677c8/5C7D3821/t51.2885-15/e35/32212324_206019470014805_4978952949695774720_n.jpg,1527085572,679,36382,. پرى نازايزديار  در نمايى ازشهرزاد . تماشاى آنلاين و قانونى:www.lotusplay.ir  عكس محمد مهدى دل خواسته
994,https://www.instagram.com/p/BjG-y9Chlar/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/32417803ce9393f7c9ac1dd83071002f/5C4FF400/t51.2885-15/e35/32053497_444428295996176_1951249560068161536_n.jpg,1527055152,773,37152,. شهاب حسينى  در نمايى از قسمت چهاردهم . تماشاى آنلاين و قانونى:www.lotusplay.ir  عكس محمد مهدى دل خواسته
993,https://www.instagram.com/p/BjFqgHmBURJ/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/f0e4c3e1df3b3582a58ea0aeb43626f0/5C71C11D/t51.2885-15/e35/31988104_191267924928934_2813946913164886016_n.jpg,1527010958,1085,48873,. پرى ناز ايزديار ،مصطفى زمانى و امير حسين فتحى  درنمايى از قسمت چهاردهم "شهرزاد" . تماشاى آنلاين و قانونى:www.lotusplay.ir . عكس محمد مهدى دل خواسته
992,https://www.instagram.com/p/BjFON9WBJy_/?taken-by=shahrzadseries,https://instagram.fevn1-2.fna.fbcdn.net/vp/2fddc4488dfeeb8ee67f14067c965c22/5BD83727/t51.2885-15/e15/32591941_213770085880083_7712021926415171584_n.jpg,1526996230,1393,41802,. کلیپ عاشقانه «چه کردی» با صدای امین بانی و با تصاویری از شهاب حسینی، ترانه علیدوستی و مصطفی زمانی . «چه کردی» باصدای امین بانی و ترانه زنده‌یاد افشین یداللهی، در قسمت ۱۴ شهرزاد منتشر شده است . ‌‌ نسخه كامل در كانال تلگرام  لينك در بيو
